P48067_CHEMBL2337	CHEMBL465129	1
Q16572_CHEMBL4767	CHEMBL197027	1
P23975_CHEMBL222	CHEMBL1083427	1
P23975_CHEMBL222	CHEMBL1083705	1
P23975_CHEMBL222	CHEMBL1086274	1
P31645_CHEMBL228	CHEMBL1083426	1
P23975_CHEMBL222	CHEMBL1080787	1
P19634_CHEMBL2781	CHEMBL192250	0
Q01959_CHEMBL238	CHEMBL343534	1
P08183_CHEMBL4302	CHEMBL3593417	0
Q01959_CHEMBL238	CHEMBL303232	1
P08183_CHEMBL4302	CHEMBL116438	0
P55072_CHEMBL1075145	CHEMBL4287346	0
Q01959_CHEMBL238	CHEMBL370805	0
Q01959_CHEMBL238	CHEMBL353333	1
Q16572_CHEMBL4767	CHEMBL87414	1
P43003_CHEMBL3085	CHEMBL512573	0
P43003_CHEMBL3085	CHEMBL472723	0
P43003_CHEMBL3085	CHEMBL516213	0
P43003_CHEMBL3085	CHEMBL474132	0
P43003_CHEMBL3085	CHEMBL460700	0
P43003_CHEMBL3085	CHEMBL516954	0
P31645_CHEMBL228	CHEMBL397889	1
P23975_CHEMBL222	CHEMBL241228	1
P48067_CHEMBL2337	CHEMBL4226396	1
P31645_CHEMBL228	CHEMBL307314	1
P08183_CHEMBL4302	CHEMBL772	0
Q9UNQ0_CHEMBL5393	CHEMBL941	0
P23975_CHEMBL222	CHEMBL41	0
Q9UNQ0_CHEMBL5393	CHEMBL501349	0
P31645_CHEMBL228	CHEMBL337822	1
P08183_CHEMBL4302	CHEMBL397135	0
P31645_CHEMBL228	CHEMBL610897	1
P08183_CHEMBL4302	CHEMBL148260	0
O60706_CHEMBL1971	CHEMBL1159	0
O60706_CHEMBL1971	CHEMBL454166	0
O60706_CHEMBL1971	CHEMBL490683	0
O60706_CHEMBL1971	CHEMBL454398	0
O60706_CHEMBL1971	CHEMBL514782	0
O60706_CHEMBL1971	CHEMBL513987	0
O60706_CHEMBL1971	CHEMBL473540	0
O60706_CHEMBL1971	CHEMBL521608	0
P31645_CHEMBL228	CHEMBL490632	0
P48764_CHEMBL3273	CHEMBL3969300	1
P48764_CHEMBL3273	CHEMBL4278580	1
P31639_CHEMBL3884	CHEMBL1097907	0
P11168_CHEMBL5873	CHEMBL4285795	0
P11168_CHEMBL5873	CHEMBL4285572	0
P14672_CHEMBL5874	CHEMBL4280066	0
P23975_CHEMBL222	CHEMBL1080069	1
P48764_CHEMBL3273	CHEMBL3936387	0
P23975_CHEMBL222	CHEMBL1080969	1
P23975_CHEMBL222	CHEMBL1080788	1
P23975_CHEMBL222	CHEMBL1078741	1
Q9UBY0_CHEMBL3133	CHEMBL3974005	0
Q9UBY0_CHEMBL3133	CHEMBL64360	0
P48764_CHEMBL3273	CHEMBL3897683	1
O15245_CHEMBL5685	CHEMBL945	0
Q14940_CHEMBL3058	CHEMBL517986	0
Q14940_CHEMBL3058	CHEMBL466311	0
P19634_CHEMBL2781	CHEMBL51879	1
Q12908_CHEMBL2778	CHEMBL3138507	0
Q01959_CHEMBL238	CHEMBL1173595	1
P23975_CHEMBL222	CHEMBL1172744	1
Q01959_CHEMBL238	CHEMBL1173413	0
P23975_CHEMBL222	CHEMBL1173532	1
P31645_CHEMBL228	CHEMBL1237064	1
P23975_CHEMBL222	CHEMBL1172919	1
Q01959_CHEMBL238	CHEMBL1172850	0
P31645_CHEMBL228	CHEMBL1173341	0
Q01959_CHEMBL238	CHEMBL488638	0
P23975_CHEMBL222	CHEMBL146332	0
P48066_CHEMBL5208	CHEMBL1164505	0
Q9UNQ0_CHEMBL5393	CHEMBL4172412	0
P31645_CHEMBL228	CHEMBL4248596	0
P31645_CHEMBL228	CHEMBL2112358	1
P23975_CHEMBL222	CHEMBL463000	0
P08183_CHEMBL4302	CHEMBL471170	0
P31645_CHEMBL228	CHEMBL367408	1
P23975_CHEMBL222	CHEMBL497512	1
P31645_CHEMBL228	CHEMBL497666	0
P31645_CHEMBL228	CHEMBL496520	1
P31645_CHEMBL228	CHEMBL462225	1
P31645_CHEMBL228	CHEMBL488242	1
P31645_CHEMBL228	CHEMBL488434	1
P31645_CHEMBL228	CHEMBL451137	1
P31645_CHEMBL228	CHEMBL451076	1
Q01959_CHEMBL238	CHEMBL1202031	0
Q01959_CHEMBL238	CHEMBL356981	0
P23975_CHEMBL222	CHEMBL470313	0
P13866_CHEMBL4979	CHEMBL4516721	1
P23975_CHEMBL222	CHEMBL502379	1
P31645_CHEMBL228	CHEMBL641	1
P23975_CHEMBL222	CHEMBL270366	0
P31645_CHEMBL228	CHEMBL401550	0
Q9Y345_CHEMBL3060	CHEMBL153154	0
P08183_CHEMBL4302	CHEMBL258456	0
P31645_CHEMBL228	CHEMBL595767	0
P23975_CHEMBL222	CHEMBL611959	0
P23975_CHEMBL222	CHEMBL595540	0
P31645_CHEMBL228	CHEMBL269798	0
P23975_CHEMBL222	CHEMBL256021	0
P23975_CHEMBL222	CHEMBL269799	0
P48067_CHEMBL2337	CHEMBL378616	1
P23975_CHEMBL222	CHEMBL214209	1
P33527_CHEMBL3004	CHEMBL27634	0
P08183_CHEMBL4302	CHEMBL452133	0
P08183_CHEMBL4302	CHEMBL450642	0
P31645_CHEMBL228	CHEMBL232621	1
P33527_CHEMBL3004	CHEMBL336467	0
P33527_CHEMBL3004	CHEMBL1215713	0
P23975_CHEMBL222	CHEMBL334577	1
P33527_CHEMBL3004	CHEMBL283438	1
Q16572_CHEMBL4767	CHEMBL20571	0
P31645_CHEMBL228	CHEMBL490613	0
P31645_CHEMBL228	CHEMBL218193	0
P23975_CHEMBL222	CHEMBL218999	1
P31645_CHEMBL228	CHEMBL218894	0
P23975_CHEMBL222	CHEMBL219540	0
P23975_CHEMBL222	CHEMBL219703	0
P23975_CHEMBL222	CHEMBL219334	0
P23975_CHEMBL222	CHEMBL219335	1
P23975_CHEMBL222	CHEMBL375118	0
Q99808_CHEMBL1997	CHEMBL182365	0
Q99808_CHEMBL1997	CHEMBL395264	1
Q99808_CHEMBL1997	CHEMBL242445	0
Q99808_CHEMBL1997	CHEMBL395529	1
Q99808_CHEMBL1997	CHEMBL388703	0
P23975_CHEMBL222	CHEMBL401677	1
P31645_CHEMBL228	CHEMBL257348	1
P31645_CHEMBL228	CHEMBL257338	0
P23975_CHEMBL222	CHEMBL402090	0
P48067_CHEMBL2337	CHEMBL475928	0
P48067_CHEMBL2337	CHEMBL514681	0
P48067_CHEMBL2337	CHEMBL476557	1
P23975_CHEMBL222	CHEMBL404345	0
Q01959_CHEMBL238	CHEMBL401621	0
P23975_CHEMBL222	CHEMBL272286	0
P23975_CHEMBL222	CHEMBL256408	0
P23975_CHEMBL222	CHEMBL272533	0
Q96S37_CHEMBL6120	CHEMBL832	0
P08183_CHEMBL4302	CHEMBL409234	0
P08183_CHEMBL4302	CHEMBL261618	0
Q01959_CHEMBL238	CHEMBL1744173	0
Q01959_CHEMBL238	CHEMBL1224562	1
P23975_CHEMBL222	CHEMBL102018	0
P08183_CHEMBL4302	CHEMBL259582	0
P08183_CHEMBL4302	CHEMBL396298	0
P08183_CHEMBL4302	CHEMBL258611	0
Q01959_CHEMBL238	CHEMBL424496	0
P31645_CHEMBL228	CHEMBL53200	0
P31645_CHEMBL228	CHEMBL1242257	1
P33527_CHEMBL3004	CHEMBL284024	1
Q01959_CHEMBL238	CHEMBL89662	0
P23975_CHEMBL222	CHEMBL219116	0
Q12908_CHEMBL2778	CHEMBL96648	0
Q01959_CHEMBL238	CHEMBL132676	1
P31645_CHEMBL228	CHEMBL259136	1
P23975_CHEMBL222	CHEMBL403251	1
P31645_CHEMBL228	CHEMBL256135	1
P23975_CHEMBL222	CHEMBL256970	1
P31645_CHEMBL228	CHEMBL256293	1
P31645_CHEMBL228	CHEMBL402000	1
P23975_CHEMBL222	CHEMBL403080	1
Q01959_CHEMBL238	CHEMBL440554	0
Q01959_CHEMBL238	CHEMBL345689	1
P23975_CHEMBL222	CHEMBL404258	1
P23975_CHEMBL222	CHEMBL402057	1
P31645_CHEMBL228	CHEMBL402345	1
P31645_CHEMBL228	CHEMBL407815	1
P23975_CHEMBL222	CHEMBL256168	0
Q01959_CHEMBL238	CHEMBL257423	1
P23975_CHEMBL222	CHEMBL403090	1
P48067_CHEMBL2337	CHEMBL64750	0
P23975_CHEMBL222	CHEMBL272285	0
P23975_CHEMBL222	CHEMBL442924	0
P23975_CHEMBL222	CHEMBL486538	1
P31645_CHEMBL228	CHEMBL487355	1
Q01959_CHEMBL238	CHEMBL403570	0
P23975_CHEMBL222	CHEMBL399429	0
P23975_CHEMBL222	CHEMBL469233	1
P31645_CHEMBL228	CHEMBL477580	1
P23975_CHEMBL222	CHEMBL518580	1
P31645_CHEMBL228	CHEMBL477584	1
P31645_CHEMBL228	CHEMBL125902	1
P23975_CHEMBL222	CHEMBL260863	1
Q9UPY5_CHEMBL1075149	CHEMBL421	0
P23975_CHEMBL222	CHEMBL441358	1
P31645_CHEMBL228	CHEMBL207837	1
Q01959_CHEMBL238	CHEMBL573844	0
P23975_CHEMBL222	CHEMBL574546	0
Q9NP59_CHEMBL3392948	CHEMBL4569416	0
Q9NP59_CHEMBL3392948	CHEMBL4442719	0
Q9NP59_CHEMBL3392948	CHEMBL4445222	0
Q9NP59_CHEMBL3392948	CHEMBL4442044	0
Q9NP59_CHEMBL3392948	CHEMBL4435821	0
Q9NP59_CHEMBL3392948	CHEMBL4583219	0
Q9NP59_CHEMBL3392948	CHEMBL4436342	0
Q9NP59_CHEMBL3392948	CHEMBL4464392	0
Q9NP59_CHEMBL3392948	CHEMBL4516298	0
Q9NP59_CHEMBL3392948	CHEMBL4553819	0
Q9NP59_CHEMBL3392948	CHEMBL4592063	0
Q9NP59_CHEMBL3392948	CHEMBL4530497	0
Q9NP59_CHEMBL3392948	CHEMBL4442763	0
Q16572_CHEMBL4767	CHEMBL21234	0
P31645_CHEMBL228	CHEMBL551443	1
P31645_CHEMBL228	CHEMBL560049	1
Q01959_CHEMBL238	CHEMBL549825	1
P23975_CHEMBL222	CHEMBL559081	1
P23975_CHEMBL222	CHEMBL563495	1
P23975_CHEMBL222	CHEMBL150932	0
P33527_CHEMBL3004	CHEMBL26081	1
P19634_CHEMBL2781	CHEMBL491313	0
P23975_CHEMBL222	CHEMBL558329	1
P31645_CHEMBL228	CHEMBL359447	0
Q01959_CHEMBL238	CHEMBL23034	0
Q99808_CHEMBL1997	CHEMBL364556	0
Q99808_CHEMBL1997	CHEMBL425719	0
P23975_CHEMBL222	CHEMBL577138	1
P23975_CHEMBL222	CHEMBL578841	0
Q01959_CHEMBL238	CHEMBL136154	1
P31645_CHEMBL228	CHEMBL520736	0
P23975_CHEMBL222	CHEMBL520735	0
P31645_CHEMBL228	CHEMBL132683	0
Q01959_CHEMBL238	CHEMBL336100	1
P23975_CHEMBL222	CHEMBL471211	1
Q9Y345_CHEMBL3060	CHEMBL488980	0
P08183_CHEMBL4302	CHEMBL450343	0
P31645_CHEMBL228	CHEMBL514424	1
Q01959_CHEMBL238	CHEMBL458488	1
P31645_CHEMBL228	CHEMBL104229	1
P31639_CHEMBL3884	CHEMBL503496	0
P31639_CHEMBL3884	CHEMBL584689	1
